iteration,X,Y
2526,112.63,-1.281754348
2527,112.635,-1.281237143
2528,112.64,-1.280719986
2529,112.645,-1.280202877
2530,112.65,-1.279685816
2531,112.655,-1.279168804
2532,112.66,-1.278651839
2533,112.665,-1.278134923
2534,112.67,-1.277618055
2535,112.675,-1.277101234
2536,112.68,-1.276584462
2537,112.685,-1.276067738
2538,112.69,-1.275551062
2539,112.695,-1.275034434
2540,112.7,-1.274517854
2541,112.705,-1.274001322
2542,112.71,-1.273484838
2543,112.715,-1.272968402
2544,112.72,-1.272452014
2545,112.725,-1.271935674
2546,112.73,-1.271419383
2547,112.735,-1.270903139
2548,112.74,-1.270386943
2549,112.745,-1.269870795
2550,112.75,-1.269354695
2551,112.755,-1.268838643
2552,112.76,-1.268322639
2553,112.765,-1.267806683
2554,112.77,-1.267290774
2555,112.775,-1.266774914
2556,112.78,-1.266259102
2557,112.785,-1.265743337
2558,112.79,-1.265227621
2559,112.795,-1.264711952
2560,112.8,-1.264196332
2561,112.805,-1.263680759
2562,112.81,-1.263165234
2563,112.815,-1.262649757
2564,112.82,-1.262134328
2565,112.825,-1.261618947
2566,112.83,-1.261103613
2567,112.835,-1.260588328
2568,112.84,-1.26007309
2569,112.845,-1.2595579
2570,112.85,-1.259042758
2571,112.855,-1.258527664
2572,112.86,-1.258012618
2573,112.865,-1.257497619
2574,112.87,-1.256982668
2575,112.875,-1.256467765
2576,112.88,-1.25595291
2577,112.885,-1.255438103
2578,112.89,-1.254923343
2579,112.895,-1.254408631
2580,112.9,-1.253893967
2581,112.905,-1.253379351
2582,112.91,-1.252864783
2583,112.915,-1.252350262
2584,112.92,-1.251835789
2585,112.925,-1.251321363
2586,112.93,-1.250806986
2587,112.935,-1.250292656
2588,112.94,-1.249778374
2589,112.945,-1.249264139
2590,112.95,-1.248749953
2591,112.955,-1.248235814
2592,112.96,-1.247721722
2593,112.965,-1.247207679
2594,112.97,-1.246693683
2595,112.975,-1.246179734
2596,112.98,-1.245665834
2597,112.985,-1.24515198
2598,112.99,-1.244638175
2599,112.995,-1.244124417
2600,113,-1.243610707
2601,113.005,-1.243097045
2602,113.01,-1.24258343
2603,113.015,-1.242069863
2604,113.02,-1.241556343
2605,113.025,-1.241042871
2606,113.03,-1.240529446
2607,113.035,-1.240016069
2608,113.04,-1.23950274
2609,113.045,-1.238989458
2610,113.05,-1.238476224
2611,113.055,-1.237963038
2612,113.06,-1.237449899
2613,113.065,-1.236936807
2614,113.07,-1.236423763
2615,113.075,-1.235910767
2616,113.08,-1.235397818
2617,113.085,-1.234884916
2618,113.09,-1.234372062
2619,113.095,-1.233859256
2620,113.1,-1.233346497
2621,113.105,-1.232833786
2622,113.11,-1.232321122
2623,113.115,-1.231808505
2624,113.12,-1.231295937
2625,113.125,-1.230783415
2626,113.13,-1.230270941
2627,113.135,-1.229758514
2628,113.14,-1.229246135
2629,113.145,-1.228733804
2630,113.15,-1.228221519
2631,113.155,-1.227709282
2632,113.16,-1.227197093
2633,113.165,-1.226684951
2634,113.17,-1.226172856
2635,113.175,-1.225660809
2636,113.18,-1.225148809
2637,113.185,-1.224636857
2638,113.19,-1.224124952
2639,113.195,-1.223613094
2640,113.2,-1.223101284
2641,113.205,-1.222589521
2642,113.21,-1.222077805
2643,113.215,-1.221566137
2644,113.22,-1.221054516
2645,113.225,-1.220542943
2646,113.23,-1.220031416
2647,113.235,-1.219519937
2648,113.24,-1.219008506
2649,113.245,-1.218497121
2650,113.25,-1.217985784
2651,113.255,-1.217474495
2652,113.26,-1.216963252
2653,113.265,-1.216452057
2654,113.27,-1.215940909
2655,113.275,-1.215429808
2656,113.28,-1.214918755
2657,113.285,-1.214407749
2658,113.29,-1.21389679
2659,113.295,-1.213385878
2660,113.3,-1.212875014
2661,113.305,-1.212364197
2662,113.31,-1.211853427
2663,113.315,-1.211342704
2664,113.32,-1.210832028
2665,113.325,-1.2103214
2666,113.33,-1.209810819
2667,113.335,-1.209300285
2668,113.34,-1.208789798
2669,113.345,-1.208279358
2670,113.35,-1.207768966
2671,113.355,-1.207258621
2672,113.36,-1.206748323
2673,113.365,-1.206238072
2674,113.37,-1.205727868
2675,113.375,-1.205217711
2676,113.38,-1.204707601
2677,113.385,-1.204197539
2678,113.39,-1.203687523
2679,113.395,-1.203177555
2680,113.4,-1.202667634
2681,113.405,-1.20215776
2682,113.41,-1.201647933
2683,113.415,-1.201138153
2684,113.42,-1.20062842
2685,113.425,-1.200118734
2686,113.43,-1.199609096
2687,113.435,-1.199099504
2688,113.44,-1.198589959
2689,113.445,-1.198080462
2690,113.45,-1.197571011
2691,113.455,-1.197061608
2692,113.46,-1.196552251
2693,113.465,-1.196042942
2694,113.47,-1.195533679
2695,113.475,-1.195024464
2696,113.48,-1.194515295
2697,113.485,-1.194006174
2698,113.49,-1.193497099
2699,113.495,-1.192988072
2700,113.5,-1.192479091
2701,113.505,-1.191970158
2702,113.51,-1.191461271
2703,113.515,-1.190952431
2704,113.52,-1.190443639
2705,113.525,-1.189934893
2706,113.53,-1.189426194
2707,113.535,-1.188917542
2708,113.54,-1.188408937
2709,113.545,-1.187900379
2710,113.55,-1.187391867
2711,113.555,-1.186883403
2712,113.56,-1.186374986
2713,113.565,-1.185866615
2714,113.57,-1.185358291
2715,113.575,-1.184850014
2716,113.58,-1.184341784
2717,113.585,-1.183833601
2718,113.59,-1.183325465
2719,113.595,-1.182817376
2720,113.6,-1.182309333
2721,113.605,-1.181801337
2722,113.61,-1.181293388
2723,113.615,-1.180785486
2724,113.62,-1.180277631
2725,113.625,-1.179769822
2726,113.63,-1.179262061
2727,113.635,-1.178754346
2728,113.64,-1.178246677
2729,113.645,-1.177739056
2730,113.65,-1.177231482
2731,113.655,-1.176723954
2732,113.66,-1.176216473
2733,113.665,-1.175709038
2734,113.67,-1.175201651
2735,113.675,-1.17469431
2736,113.68,-1.174187016
2737,113.685,-1.173679768
2738,113.69,-1.173172568
2739,113.695,-1.172665414
2740,113.7,-1.172158306
2741,113.705,-1.171651246
2742,113.71,-1.171144232
2743,113.715,-1.170637265
2744,113.72,-1.170130344
2745,113.725,-1.169623471
2746,113.73,-1.169116643
2747,113.735,-1.168609863
2748,113.74,-1.168103129
2749,113.745,-1.167596442
2750,113.75,-1.167089801
2751,113.755,-1.166583207
2752,113.76,-1.16607666
2753,113.765,-1.165570159
2754,113.77,-1.165063705
2755,113.775,-1.164557298
2756,113.78,-1.164050937
2757,113.785,-1.163544623
2758,113.79,-1.163038355
2759,113.795,-1.162532134
2760,113.8,-1.162025959
2761,113.805,-1.161519831
2762,113.81,-1.16101375
2763,113.815,-1.160507715
2764,113.82,-1.160001727
2765,113.825,-1.159495785
2766,113.83,-1.15898989
2767,113.835,-1.158484041
2768,113.84,-1.157978239
2769,113.845,-1.157472484
2770,113.85,-1.156966774
2771,113.855,-1.156461112
2772,113.86,-1.155955496
2773,113.865,-1.155449926
2774,113.87,-1.154944403
2775,113.875,-1.154438926
2776,113.88,-1.153933496
2777,113.885,-1.153428112
2778,113.89,-1.152922775
2779,113.895,-1.152417484
2780,113.9,-1.15191224
2781,113.905,-1.151407042
2782,113.91,-1.15090189
2783,113.915,-1.150396785
2784,113.92,-1.149891726
2785,113.925,-1.149386714
2786,113.93,-1.148881748
2787,113.935,-1.148376829
2788,113.94,-1.147871956
2789,113.945,-1.147367129
2790,113.95,-1.146862349
2791,113.955,-1.146357615
2792,113.96,-1.145852927
2793,113.965,-1.145348286
2794,113.97,-1.144843691
2795,113.975,-1.144339143
2796,113.98,-1.143834641
2797,113.985,-1.143330185
2798,113.99,-1.142825775
2799,113.995,-1.142321412
2800,114,-1.141817095
2801,114.005,-1.141312825
2802,114.01,-1.1408086
2803,114.015,-1.140304422
2804,114.02,-1.139800291
2805,114.025,-1.139296205
2806,114.03,-1.138792166
2807,114.035,-1.138288173
2808,114.04,-1.137784227
2809,114.045,-1.137280327
2810,114.05,-1.136776473
2811,114.055,-1.136272665
2812,114.06,-1.135768903
2813,114.065,-1.135265188
2814,114.07,-1.134761519
2815,114.075,-1.134257896
2816,114.08,-1.133754319
2817,114.085,-1.133250789
2818,114.09,-1.132747304
2819,114.095,-1.132243866
2820,114.1,-1.131740474
2821,114.105,-1.131237129
2822,114.11,-1.130733829
2823,114.115,-1.130230576
2824,114.12,-1.129727368
2825,114.125,-1.129224207
2826,114.13,-1.128721092
2827,114.135,-1.128218024
2828,114.14,-1.127715001
2829,114.145,-1.127212024
2830,114.15,-1.126709094
2831,114.155,-1.12620621
2832,114.16,-1.125703372
2833,114.165,-1.125200579
2834,114.17,-1.124697833
2835,114.175,-1.124195134
2836,114.18,-1.12369248
2837,114.185,-1.123189872
2838,114.19,-1.12268731
2839,114.195,-1.122184795
2840,114.2,-1.121682325
2841,114.205,-1.121179902
2842,114.21,-1.120677524
2843,114.215,-1.120175193
2844,114.22,-1.119672908
2845,114.225,-1.119170668
2846,114.23,-1.118668475
2847,114.235,-1.118166328
2848,114.24,-1.117664226
2849,114.245,-1.117162171
2850,114.25,-1.116660162
2851,114.255,-1.116158198
2852,114.26,-1.115656281
2853,114.265,-1.11515441
2854,114.27,-1.114652584
2855,114.275,-1.114150805
2856,114.28,-1.113649071
2857,114.285,-1.113147384
2858,114.29,-1.112645742
2859,114.295,-1.112144146
2860,114.3,-1.111642597
2861,114.305,-1.111141093
2862,114.31,-1.110639635
2863,114.315,-1.110138223
2864,114.32,-1.109636857
2865,114.325,-1.109135537
2866,114.33,-1.108634263
2867,114.335,-1.108133034
2868,114.34,-1.107631852
2869,114.345,-1.107130715
2870,114.35,-1.106629624
2871,114.355,-1.106128579
2872,114.36,-1.10562758
2873,114.365,-1.105126627
2874,114.37,-1.10462572
2875,114.375,-1.104124858
2876,114.38,-1.103624042
2877,114.385,-1.103123272
2878,114.39,-1.102622548
2879,114.395,-1.10212187
2880,114.4,-1.101621238
2881,114.405,-1.101120651
2882,114.41,-1.10062011
2883,114.415,-1.100119615
2884,114.42,-1.099619166
2885,114.425,-1.099118762
2886,114.43,-1.098618404
2887,114.435,-1.098118092
2888,114.44,-1.097617826
2889,114.445,-1.097117605
2890,114.45,-1.096617431
2891,114.455,-1.096117301
2892,114.46,-1.095617218
2893,114.465,-1.095117181
2894,114.47,-1.094617189
2895,114.475,-1.094117242
2896,114.48,-1.093617342
2897,114.485,-1.093117487
2898,114.49,-1.092617678
2899,114.495,-1.092117915
2900,114.5,-1.091618197
2901,114.505,-1.091118525
2902,114.51,-1.090618898
2903,114.515,-1.090119317
2904,114.52,-1.089619782
2905,114.525,-1.089120293
2906,114.53,-1.088620849
2907,114.535,-1.088121451
2908,114.54,-1.087622098
2909,114.545,-1.087122791
2910,114.55,-1.08662353
2911,114.555,-1.086124314
2912,114.56,-1.085625144
2913,114.565,-1.085126019
2914,114.57,-1.08462694
2915,114.575,-1.084127907
2916,114.58,-1.083628919
2917,114.585,-1.083129977
2918,114.59,-1.08263108
2919,114.595,-1.082132229
2920,114.6,-1.081633423
2921,114.605,-1.081134663
2922,114.61,-1.080635949
2923,114.615,-1.08013728
2924,114.62,-1.079638656
2925,114.625,-1.079140078
2926,114.63,-1.078641546
2927,114.635,-1.078143059
2928,114.64,-1.077644618
2929,114.645,-1.077146222
2930,114.65,-1.076647871
2931,114.655,-1.076149566
2932,114.66,-1.075651307
2933,114.665,-1.075153093
2934,114.67,-1.074654924
2935,114.675,-1.074156801
2936,114.68,-1.073658723
2937,114.685,-1.073160691
2938,114.69,-1.072662704
2939,114.695,-1.072164763
2940,114.7,-1.071666867
2941,114.705,-1.071169016
2942,114.71,-1.070671211
2943,114.715,-1.070173452
2944,114.72,-1.069675737
2945,114.725,-1.069178068
2946,114.73,-1.068680445
2947,114.735,-1.068182867
2948,114.74,-1.067685334
2949,114.745,-1.067187846
2950,114.75,-1.066690404
2951,114.755,-1.066193008
2952,114.76,-1.065695656
2953,114.765,-1.06519835
2954,114.77,-1.064701089
2955,114.775,-1.064203874
2956,114.78,-1.063706704
2957,114.785,-1.063209579
2958,114.79,-1.0627125
2959,114.795,-1.062215466
2960,114.8,-1.061718477
2961,114.805,-1.061221533
2962,114.81,-1.060724635
2963,114.815,-1.060227782
2964,114.82,-1.059730974
2965,114.825,-1.059234212
2966,114.83,-1.058737495
2967,114.835,-1.058240823
2968,114.84,-1.057744196
2969,114.845,-1.057247615
2970,114.85,-1.056751079
2971,114.855,-1.056254588
2972,114.86,-1.055758142
2973,114.865,-1.055261741
2974,114.87,-1.054765386
2975,114.875,-1.054269076
2976,114.88,-1.053772811
2977,114.885,-1.053276591
2978,114.89,-1.052780417
2979,114.895,-1.052284287
2980,114.9,-1.051788203
2981,114.905,-1.051292164
2982,114.91,-1.05079617
2983,114.915,-1.050300221
2984,114.92,-1.049804318
2985,114.925,-1.049308459
2986,114.93,-1.048812646
2987,114.935,-1.048316878
2988,114.94,-1.047821155
2989,114.945,-1.047325477
2990,114.95,-1.046829844
2991,114.955,-1.046334256
2992,114.96,-1.045838714
2993,114.965,-1.045343216
2994,114.97,-1.044847764
2995,114.975,-1.044352356
2996,114.98,-1.043856994
2997,114.985,-1.043361677
2998,114.99,-1.042866404
2999,114.995,-1.042371177
3000,115,-1.041875995
3001,115.005,-1.041380858
3002,115.01,-1.040885766
3003,115.015,-1.040390719
3004,115.02,-1.039895717
3005,115.025,-1.03940076
3006,115.03,-1.038905848
3007,115.035,-1.038410981
3008,115.04,-1.03791616
3009,115.045,-1.037421383
3010,115.05,-1.036926651
3011,115.055,-1.036431964
3012,115.06,-1.035937322
3013,115.065,-1.035442725
3014,115.07,-1.034948172
3015,115.075,-1.034453665
3016,115.08,-1.033959203
3017,115.085,-1.033464786
3018,115.09,-1.032970414
3019,115.095,-1.032476086
3020,115.1,-1.031981804
3021,115.105,-1.031487566
3022,115.11,-1.030993374
3023,115.115,-1.030499226
3024,115.12,-1.030005123
3025,115.125,-1.029511065
3026,115.13,-1.029017052
3027,115.135,-1.028523084
3028,115.14,-1.028029161
3029,115.145,-1.027535282
3030,115.15,-1.027041449
3031,115.155,-1.02654766
3032,115.16,-1.026053916
3033,115.165,-1.025560217
3034,115.17,-1.025066563
3035,115.175,-1.024572953
3036,115.18,-1.024079389
3037,115.185,-1.023585869
3038,115.19,-1.023092394
3039,115.195,-1.022598964
3040,115.2,-1.022105579
3041,115.205,-1.021612238
3042,115.21,-1.021118942
3043,115.215,-1.020625692
3044,115.22,-1.020132485
3045,115.225,-1.019639324
3046,115.23,-1.019146207
3047,115.235,-1.018653135
3048,115.24,-1.018160108
3049,115.245,-1.017667126
3050,115.25,-1.017174188
3051,115.255,-1.016681295
3052,115.26,-1.016188447
3053,115.265,-1.015695644
3054,115.27,-1.015202885
3055,115.275,-1.014710171
3056,115.28,-1.014217501
3057,115.285,-1.013724877
3058,115.29,-1.013232297
3059,115.295,-1.012739761
3060,115.3,-1.012247271
3061,115.305,-1.011754825
3062,115.31,-1.011262424
3063,115.315,-1.010770067
3064,115.32,-1.010277755
3065,115.325,-1.009785488
3066,115.33,-1.009293265
3067,115.335,-1.008801087
3068,115.34,-1.008308953
3069,115.345,-1.007816864
3070,115.35,-1.00732482
3071,115.355,-1.006832821
3072,115.36,-1.006340866
3073,115.365,-1.005848955
3074,115.37,-1.005357089
3075,115.375,-1.004865268
3076,115.38,-1.004373491
3077,115.385,-1.003881759
3078,115.39,-1.003390072
3079,115.395,-1.002898429
3080,115.4,-1.00240683
3081,115.405,-1.001915277
3082,115.41,-1.001423767
3083,115.415,-1.000932303
3084,115.42,-1.000440882
3085,115.425,-0.999949506
3086,115.43,-0.999458175
3087,115.435,-0.998966889
3088,115.44,-0.998475646
3089,115.445,-0.997984449
3090,115.45,-0.997493295
3091,115.455,-0.997002187
3092,115.46,-0.996511122
3093,115.465,-0.996020103
3094,115.47,-0.995529127
3095,115.475,-0.995038196
3096,115.48,-0.99454731
3097,115.485,-0.994056468
3098,115.49,-0.993565671
3099,115.495,-0.993074917
3100,115.5,-0.992584209
3101,115.505,-0.992093545
3102,115.51,-0.991602925
3103,115.515,-0.991112349
3104,115.52,-0.990621818
3105,115.525,-0.990131332
3106,115.53,-0.98964089
3107,115.535,-0.989150492
3108,115.54,-0.988660138
3109,115.545,-0.988169829
3110,115.55,-0.987679565
3111,115.555,-0.987189344
3112,115.56,-0.986699168
3113,115.565,-0.986209037
3114,115.57,-0.985718949
3115,115.575,-0.985228906
3116,115.58,-0.984738908
3117,115.585,-0.984248954
3118,115.59,-0.983759044
3119,115.595,-0.983269178
3120,115.6,-0.982779357
3121,115.605,-0.98228958
3122,115.61,-0.981799847
3123,115.615,-0.981310158
3124,115.62,-0.980820514
3125,115.625,-0.980330914
3126,115.63,-0.979841359
3127,115.635,-0.979351847
3128,115.64,-0.97886238
3129,115.645,-0.978372958
3130,115.65,-0.977883579
3131,115.655,-0.977394245
3132,115.66,-0.976904954
3133,115.665,-0.976415709
3134,115.67,-0.975926507
3135,115.675,-0.975437349
3136,115.68,-0.974948236
3137,115.685,-0.974459167
3138,115.69,-0.973970142
3139,115.695,-0.973481162
3140,115.7,-0.972992225
3141,115.705,-0.972503333
3142,115.71,-0.972014485
3143,115.715,-0.971525681
3144,115.72,-0.971036921
3145,115.725,-0.970548206
3146,115.73,-0.970059534
3147,115.735,-0.969570907
3148,115.74,-0.969082324
3149,115.745,-0.968593785
3150,115.75,-0.96810529
3151,115.755,-0.967616839
3152,115.76,-0.967128432
3153,115.765,-0.96664007
3154,115.77,-0.966151751
3155,115.775,-0.965663477
3156,115.78,-0.965175247
3157,115.785,-0.96468706
3158,115.79,-0.964198918
3159,115.795,-0.96371082
3160,115.8,-0.963222766
3161,115.805,-0.962734756
3162,115.81,-0.96224679
3163,115.815,-0.961758869
3164,115.82,-0.961270991
3165,115.825,-0.960783157
3166,115.83,-0.960295367
3167,115.835,-0.959807622
3168,115.84,-0.95931992
3169,115.845,-0.958832262
3170,115.85,-0.958344649
3171,115.855,-0.957857079
3172,115.86,-0.957369553
3173,115.865,-0.956882072
3174,115.87,-0.956394634
3175,115.875,-0.95590724
3176,115.88,-0.95541989
3177,115.885,-0.954932585
3178,115.89,-0.954445323
3179,115.895,-0.953958105
3180,115.9,-0.953470931
3181,115.905,-0.952983801
3182,115.91,-0.952496715
3183,115.915,-0.952009673
3184,115.92,-0.951522674
3185,115.925,-0.95103572
3186,115.93,-0.95054881
3187,115.935,-0.950061943
3188,115.94,-0.949575121
3189,115.945,-0.949088342
3190,115.95,-0.948601607
3191,115.955,-0.948114916
3192,115.96,-0.947628269
3193,115.965,-0.947141666
3194,115.97,-0.946655107
3195,115.975,-0.946168591
3196,115.98,-0.945682119
3197,115.985,-0.945195692
3198,115.99,-0.944709308
3199,115.995,-0.944222967
3200,116,-0.943736671
3201,116.005,-0.943250419
3202,116.01,-0.94276421
3203,116.015,-0.942278045
3204,116.02,-0.941791924
3205,116.025,-0.941305847
3206,116.03,-0.940819813
3207,116.035,-0.940333824
3208,116.04,-0.939847878
3209,116.045,-0.939361976
3210,116.05,-0.938876117
3211,116.055,-0.938390302
3212,116.06,-0.937904532
3213,116.065,-0.937418804
3214,116.07,-0.936933121
3215,116.075,-0.936447481
3216,116.08,-0.935961885
3217,116.085,-0.935476333
3218,116.09,-0.934990825
3219,116.095,-0.93450536
3220,116.1,-0.934019939
3221,116.105,-0.933534562
3222,116.11,-0.933049228
3223,116.115,-0.932563938
3224,116.12,-0.932078692
3225,116.125,-0.931593489
3226,116.13,-0.93110833
3227,116.135,-0.930623215
3228,116.14,-0.930138143
3229,116.145,-0.929653115
3230,116.15,-0.929168131
3231,116.155,-0.92868319
3232,116.16,-0.928198293
3233,116.165,-0.927713439
3234,116.17,-0.92722863
3235,116.175,-0.926743863
3236,116.18,-0.926259141
3237,116.185,-0.925774462
3238,116.19,-0.925289826
3239,116.195,-0.924805234
3240,116.2,-0.924320686
3241,116.205,-0.923836182
3242,116.21,-0.923351721
3243,116.215,-0.922867303
3244,116.22,-0.922382929
3245,116.225,-0.921898599
3246,116.23,-0.921414312
3247,116.235,-0.920930069
3248,116.24,-0.920445869
3249,116.245,-0.919961713
3250,116.25,-0.9194776
3251,116.255,-0.918993531
3252,116.26,-0.918509505
3253,116.265,-0.918025523
3254,116.27,-0.917541584
3255,116.275,-0.917057689
3256,116.28,-0.916573837
3257,116.285,-0.916090029
3258,116.29,-0.915606264
3259,116.295,-0.915122543
3260,116.3,-0.914638865
3261,116.305,-0.914155231
3262,116.31,-0.91367164
3263,116.315,-0.913188093
3264,116.32,-0.912704589
3265,116.325,-0.912221128
3266,116.33,-0.911737711
3267,116.335,-0.911254338
3268,116.34,-0.910771007
3269,116.345,-0.910287721
3270,116.35,-0.909804477
3271,116.355,-0.909321277
3272,116.36,-0.908838121
3273,116.365,-0.908355007
3274,116.37,-0.907871937
3275,116.375,-0.907388911
3276,116.38,-0.906905928
3277,116.385,-0.906422988
3278,116.39,-0.905940092
3279,116.395,-0.905457239
3280,116.4,-0.904974429
3281,116.405,-0.904491663
3282,116.41,-0.90400894
3283,116.415,-0.90352626
3284,116.42,-0.903043624
3285,116.425,-0.902561031
3286,116.43,-0.902078481
3287,116.435,-0.901595975
3288,116.44,-0.901113512
3289,116.445,-0.900631092
3290,116.45,-0.900148715
3291,116.455,-0.899666382
3292,116.46,-0.899184092
3293,116.465,-0.898701845
3294,116.47,-0.898219642
3295,116.475,-0.897737482
3296,116.48,-0.897255365
3297,116.485,-0.896773291
3298,116.49,-0.896291261
3299,116.495,-0.895809274
3300,116.5,-0.89532733
3301,116.505,-0.894845429
3302,116.51,-0.894363571
3303,116.515,-0.893881757
3304,116.52,-0.893399986
3305,116.525,-0.892918258
3306,116.53,-0.892436573
3307,116.535,-0.891954932
3308,116.54,-0.891473334
3309,116.545,-0.890991779
3310,116.55,-0.890510267
3311,116.555,-0.890028798
3312,116.56,-0.889547372
3313,116.565,-0.88906599
3314,116.57,-0.88858465
3315,116.575,-0.888103354
3316,116.58,-0.887622101
3317,116.585,-0.887140891
3318,116.59,-0.886659724
3319,116.595,-0.886178601
3320,116.6,-0.88569752
3321,116.605,-0.885216483
3322,116.61,-0.884735488
3323,116.615,-0.884254537
3324,116.62,-0.883773629
3325,116.625,-0.883292764
3326,116.63,-0.882811942
3327,116.635,-0.882331163
3328,116.64,-0.881850427
3329,116.645,-0.881369734
3330,116.65,-0.880889084
3331,116.655,-0.880408478
3332,116.66,-0.879927914
3333,116.665,-0.879447393
3334,116.67,-0.878966916
3335,116.675,-0.878486481
3336,116.68,-0.878006089
3337,116.685,-0.877525741
3338,116.69,-0.877045435
3339,116.695,-0.876565173
3340,116.7,-0.876084953
3341,116.705,-0.875604777
3342,116.71,-0.875124643
3343,116.715,-0.874644553
3344,116.72,-0.874164505
3345,116.725,-0.8736845
3346,116.73,-0.873204539
3347,116.735,-0.87272462
3348,116.74,-0.872244744
3349,116.745,-0.871764911
3350,116.75,-0.871285121
3351,116.755,-0.870805374
3352,116.76,-0.87032567
3353,116.765,-0.869846009
3354,116.77,-0.869366391
3355,116.775,-0.868886816
3356,116.78,-0.868407283
3357,116.785,-0.867927794
3358,116.79,-0.867448347
3359,116.795,-0.866968943
3360,116.8,-0.866489582
3361,116.805,-0.866010264
3362,116.81,-0.865530989
3363,116.815,-0.865051757
3364,116.82,-0.864572568
3365,116.825,-0.864093421
3366,116.83,-0.863614317
3367,116.835,-0.863135256
3368,116.84,-0.862656238
3369,116.845,-0.862177263
3370,116.85,-0.861698331
3371,116.855,-0.861219441
3372,116.86,-0.860740594
3373,116.865,-0.860261791
3374,116.87,-0.859783029
3375,116.875,-0.859304311
3376,116.88,-0.858825635
3377,116.885,-0.858347003
3378,116.89,-0.857868413
3379,116.895,-0.857389865
3380,116.9,-0.856911361
3381,116.905,-0.856432899
3382,116.91,-0.85595448
3383,116.915,-0.855476104
3384,116.92,-0.85499777
3385,116.925,-0.85451948
3386,116.93,-0.854041231
3387,116.935,-0.853563026
3388,116.94,-0.853084864
3389,116.945,-0.852606744
3390,116.95,-0.852128666
3391,116.955,-0.851650632
3392,116.96,-0.85117264
3393,116.965,-0.850694691
3394,116.97,-0.850216785
3395,116.975,-0.849738921
3396,116.98,-0.8492611
3397,116.985,-0.848783321
3398,116.99,-0.848305586
3399,116.995,-0.847827892
3400,117,-0.847350242
3401,117.005,-0.846872634
3402,117.01,-0.846395069
3403,117.015,-0.845917546
3404,117.02,-0.845440066
3405,117.025,-0.844962629
3406,117.03,-0.844485234
3407,117.035,-0.844007882
3408,117.04,-0.843530573
3409,117.045,-0.843053306
3410,117.05,-0.842576082
3411,117.055,-0.8420989
3412,117.06,-0.841621761
3413,117.065,-0.841144664
3414,117.07,-0.84066761
3415,117.075,-0.840190599
3416,117.08,-0.83971363
3417,117.085,-0.839236703
3418,117.09,-0.83875982
3419,117.095,-0.838282978
3420,117.1,-0.83780618
3421,117.105,-0.837329423
3422,117.11,-0.83685271
3423,117.115,-0.836376039
3424,117.12,-0.83589941
3425,117.125,-0.835422824
3426,117.13,-0.83494628
3427,117.135,-0.834469779
3428,117.14,-0.83399332
3429,117.145,-0.833516904
3430,117.15,-0.83304053
3431,117.155,-0.832564199
3432,117.16,-0.83208791
3433,117.165,-0.831611664
3434,117.17,-0.83113546
3435,117.175,-0.830659298
3436,117.18,-0.830183179
3437,117.185,-0.829707103
3438,117.19,-0.829231069
3439,117.195,-0.828755077
3440,117.2,-0.828279128
3441,117.205,-0.827803221
3442,117.21,-0.827327356
3443,117.215,-0.826851534
3444,117.22,-0.826375754
3445,117.225,-0.825900017
3446,117.23,-0.825424322
3447,117.235,-0.82494867
3448,117.24,-0.824473059
3449,117.245,-0.823997491
3450,117.25,-0.823521966
3451,117.255,-0.823046483
3452,117.26,-0.822571042
3453,117.265,-0.822095644
3454,117.27,-0.821620288
3455,117.275,-0.821144974
3456,117.28,-0.820669702
3457,117.285,-0.820194473
3458,117.29,-0.819719286
3459,117.295,-0.819244142
3460,117.3,-0.81876904
3461,117.305,-0.81829398
3462,117.31,-0.817818962
3463,117.315,-0.817343987
3464,117.32,-0.816869054
3465,117.325,-0.816394163
3466,117.33,-0.815919315
3467,117.335,-0.815444508
3468,117.34,-0.814969744
3469,117.345,-0.814495023
3470,117.35,-0.814020343
3471,117.355,-0.813545706
3472,117.36,-0.813071111
3473,117.365,-0.812596558
3474,117.37,-0.812122048
3475,117.375,-0.811647579
3476,117.38,-0.811173153
3477,117.385,-0.810698769
3478,117.39,-0.810224427
3479,117.395,-0.809750128
3480,117.4,-0.80927587
3481,117.405,-0.808801655
3482,117.41,-0.808327482
3483,117.415,-0.807853351
3484,117.42,-0.807379263
3485,117.425,-0.806905216
3486,117.43,-0.806431212
3487,117.435,-0.80595725
3488,117.44,-0.80548333
3489,117.445,-0.805009452
3490,117.45,-0.804535616
3491,117.455,-0.804061822
3492,117.46,-0.803588071
3493,117.465,-0.803114361
3494,117.47,-0.802640694
3495,117.475,-0.802167069
3496,117.48,-0.801693486
3497,117.485,-0.801219945
3498,117.49,-0.800746446
3499,117.495,-0.800272989
3500,117.5,-0.799799574
3501,117.505,-0.799326201
3502,117.51,-0.798852871
3503,117.515,-0.798379582
3504,117.52,-0.797906335
3505,117.525,-0.797433131
3506,117.53,-0.796959968
3507,117.535,-0.796486848
3508,117.54,-0.79601377
3509,117.545,-0.795540733
3510,117.55,-0.795067739
3511,117.555,-0.794594786
3512,117.56,-0.794121876
3513,117.565,-0.793649008
3514,117.57,-0.793176181
3515,117.575,-0.792703397
3516,117.58,-0.792230655
3517,117.585,-0.791757954
3518,117.59,-0.791285296
3519,117.595,-0.790812679
3520,117.6,-0.790340105
3521,117.605,-0.789867572
3522,117.61,-0.789395082
3523,117.615,-0.788922633
3524,117.62,-0.788450226
3525,117.625,-0.787977861
